"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,448,"道隆","","「それが……そういう訳でもなさそうなんだ。\nといっても俺が見て確認出来た訳じゃないんだけど、汐音は\n結構あっさり見つかった」","「それが……そういう訳でもなさそうなんだ。といっても俺が見て確認出来た訳じゃないんだけど、汐音は結構あっさり見つかった」","「それが……そういう訳でもなさそうなんだ。といっても俺が見て確認出来た訳じゃないんだけど、汐音は結構あっさり見つかった」"
0,448,"道隆","","「森の中に棒立ちしてたんだよ」","",""
0,448,"桜花","","「それを見つけたのは？」","",""
0,448,"道隆","","「俺。汐音を探しながら大体の場所を頭で描きながら、\n汐音が居た方に歩いていった」","「俺。汐音を探しながら大体の場所を頭で描きながら、汐音が居た方に歩いていった」","「俺。汐音を探しながら大体の場所を頭で描きながら、汐音が居た方に歩いていった」"
0,448,"道隆","","「柔らかい物にぶつかったから、何だと思ったらそれが汐音\nだったという訳」","「柔らかい物にぶつかったから、何だと思ったらそれが汐音だったという訳」","「柔らかい物にぶつかったから、何だと思ったらそれが汐音だったという訳」"
0,448,"桜花","","「あるいは最初からそこに立ちつくしていて、どこにも\n行っていなかった可能性も高いと」","「あるいは最初からそこに立ちつくしていて、どこにも行っていなかった可能性も高いと」","「あるいは最初からそこに立ちつくしていて、どこにも行っていなかった可能性も高いと」"
0,448,"道隆","","「見えてなかったからなぁ。\nそうなんじゃないかと思ってる」","「見えてなかったからなぁ。そうなんじゃないかと思ってる」","「見えてなかったからなぁ。そうなんじゃないかと思ってる」"
0,448,"道隆","","「でもあの時汐音は、俺が行くまでの数分の間に何かがあった。\nあるいは、何かを見たのかもしれない」","「でもあの時汐音は、俺が行くまでの数分の間に何かがあった。あるいは、何かを見たのかもしれない」","「でもあの時汐音は、俺が行くまでの数分の間に何かがあった。あるいは、何かを見たのかもしれない」"
0,448,"道隆","","「それ以後だ。汐音が夜の散歩に出なくなって、泊まりに\n来た時の練習も俺の部屋の中になった」","「それ以後だ。汐音が夜の散歩に出なくなって、泊まりに来た時の練習も俺の部屋の中になった」","「それ以後だ。汐音が夜の散歩に出なくなって、泊まりに来た時の練習も俺の部屋の中になった」"
0,448,"道隆","","「外を歩けるようになってきたから、次は家の中……なんて\n言っていたけど、外出るのが嫌だったんだろうな」","「外を歩けるようになってきたから、次は家の中……なんて言っていたけど、外出るのが嫌だったんだろうな」","「外を歩けるようになってきたから、次は家の中……なんて言っていたけど、外出るのが嫌だったんだろうな」"
0,448,"桜花","","「それだけ聞くと、確かに何か犯罪に巻き込まれた可能性を\n連想してしまうね」","「それだけ聞くと、確かに何か犯罪に巻き込まれた可能性を連想してしまうね」","「それだけ聞くと、確かに何か犯罪に巻き込まれた可能性を連想してしまうね」"
0,448,"道隆","","「……そうなんだよな」","",""
0,448,"","","そこが引っ掛かっている。","",""
0,448,"","","あの日の汐音に何があったのか分からない。\n重大な事じゃければ良いと願い、自分自身がそこにいたのに\n何も見えていなかったのが悔しくてたまらない。","あの日の汐音に何があったのか分からない。重大な事じゃければ良いと願い、自分自身がそこにいたのに何も見えていなかったのが悔しくてたまらない。","あの日の汐音に何があったのか分からない。重大な事じゃければ良いと願い、自分自身がそこにいたのに何も見えていなかったのが悔しくてたまらない。"
0,448,"桜花","","「けれど、実際はその可能性はなさそうだ」","",""
0,448,"道隆","","「はっきり分かるのか？」","",""
0,448,"桜花","","「ああ。これは確実だ。汐音自身が犯罪に巻き込まれた訳じゃ\nない。ただ何かがあったとは思うけれどね」","「ああ。これは確実だ。汐音自身が犯罪に巻き込まれた訳じゃない。ただ何かがあったとは思うけれどね」","「ああ。これは確実だ。汐音自身が犯罪に巻き込まれた訳じゃない。ただ何かがあったとは思うけれどね」"
0,448,"道隆","","「根拠を聞かせてくれ」","",""
0,448,"桜花","","「そうだね……まずはその件の後にも、道隆の家に泊まりに\nいって、練習の手伝いをしていた事だ」","「そうだね……まずはその件の後にも、道隆の家に泊まりにいって、練習の手伝いをしていた事だ」","「そうだね……まずはその件の後にも、道隆の家に泊まりにいって、練習の手伝いをしていた事だ」"
0,448,"桜花","","「たとえば、森の中、子供が一人で汐音は見た目も良い。\nきっと子供の頃から可愛い女の子だったのだろう」","「たとえば、森の中、子供が一人で汐音は見た目も良い。きっと子供の頃から可愛い女の子だったのだろう」","「たとえば、森の中、子供が一人で汐音は見た目も良い。きっと子供の頃から可愛い女の子だったのだろう」"
0,448,"道隆","","「ああ」","",""
0,448,"桜花","","「ならば犯罪……誘拐や性犯罪を連想してしまうが、状況的に\nこれらは却下だ」","「ならば犯罪……誘拐や性犯罪を連想してしまうが、状況的にこれらは却下だ」","「ならば犯罪……誘拐や性犯罪を連想してしまうが、状況的にこれらは却下だ」"
0,448,"桜花","","「棒立ちの汐音を道隆が見つけた時点で、そこから動いて\nいない。これらの犯罪は動かずにするのは無理だからね」","「棒立ちの汐音を道隆が見つけた時点で、そこから動いていない。これらの犯罪は動かずにするのは無理だからね」","「棒立ちの汐音を道隆が見つけた時点で、そこから動いていない。これらの犯罪は動かずにするのは無理だからね」"
0,448,"桜花","","「となると犯罪を目撃して、犯人に見つかるのを恐れている\nという可能性もあるが……まあ、無いだろう」","「となると犯罪を目撃して、犯人に見つかるのを恐れているという可能性もあるが……まあ、無いだろう」","「となると犯罪を目撃して、犯人に見つかるのを恐れているという可能性もあるが……まあ、無いだろう」"
0,448,"道隆","","「そっちはどうして？」","",""
0,448,"桜花","","「さっき汐音が言ってたじゃないか。\n徐々に怖くなっていったと」","「さっき汐音が言ってたじゃないか。徐々に怖くなっていったと」","「さっき汐音が言ってたじゃないか。徐々に怖くなっていったと」"
0,448,"桜花","","「もしも犯人を目撃して、報復や口封じを恐れるのなら\n徐々にではなく、その瞬間が最大限の恐怖だ」","「もしも犯人を目撃して、報復や口封じを恐れるのなら徐々にではなく、その瞬間が最大限の恐怖だ」","「もしも犯人を目撃して、報復や口封じを恐れるのなら徐々にではなく、その瞬間が最大限の恐怖だ」"
0,448,"桜花","","「最大値から始まり、やがて時間と共に解消されていく方が\n自然だ。逆はまず無いだろう」","「最大値から始まり、やがて時間と共に解消されていく方が自然だ。逆はまず無いだろう」","「最大値から始まり、やがて時間と共に解消されていく方が自然だ。逆はまず無いだろう」"
0,448,"桜花","","「これは先に上げた犯罪例でも同じだ。\nそれゆえに、当時の汐音が事件に巻き込まれては無いと\n推測できる」","「これは先に上げた犯罪例でも同じだ。それゆえに、当時の汐音が事件に巻き込まれては無いと推測できる」","「これは先に上げた犯罪例でも同じだ。それゆえに、当時の汐音が事件に巻き込まれては無いと推測できる」"
0,448,"道隆","","「……じゃあ……一体何があったんだろうな」","",""
0,448,"桜花","","「さて、そればかりは本人でなくては。\n案外、汐音自身にも上手く説明が出来ないのかもしれないね」","「さて、そればかりは本人でなくては。案外、汐音自身にも上手く説明が出来ないのかもしれないね」","「さて、そればかりは本人でなくては。案外、汐音自身にも上手く説明が出来ないのかもしれないね」"
0,464,"","","午後になり、再び外に出る。","",""
0,448,"","","今度は一人で買い物目的だった。","",""
0,464,"","","街中も見た目は何も変化はない。\nどこで何があるか分からないから、注意して歩くとしよう……。","街中も見た目は何も変化はない。どこで何があるか分からないから、注意して歩くとしよう……。","街中も見た目は何も変化はない。どこで何があるか分からないから、注意して歩くとしよう……。"
0,448,"千歳","","「あら、道隆君もお買い物？」","",""
0,448,"","","薬局の前を通った時に千歳さんとはち合わせた。","",""
0,448,"道隆","","「はい。千歳さんもですか？」","",""
0,448,"千歳","","「私はさっきまでお散歩していたんだけれど、怪我した子を\n見つけちゃって」","「私はさっきまでお散歩していたんだけれど、怪我した子を見つけちゃって」","「私はさっきまでお散歩していたんだけれど、怪我した子を見つけちゃって」"
0,448,"道隆","","「ありゃ……その子はどこに？」","",""
0,448,"千歳","","「もうおうちに連れていったわよ。\n転んだだけだから、大した事なかったみたい」","「もうおうちに連れていったわよ。転んだだけだから、大した事なかったみたい」","「もうおうちに連れていったわよ。転んだだけだから、大した事なかったみたい」"
0,448,"道隆","","「そうなんですか、良かった」","",""
0,448,"千歳","","「でも、うちも薬を切らしちゃってるの思い出してね。\nそれで買いに来たの」","「でも、うちも薬を切らしちゃってるの思い出してね。それで買いに来たの」","「でも、うちも薬を切らしちゃってるの思い出してね。それで買いに来たの」"
0,448,"道隆","","「ああ……意識しないと忘れますよね。こういうの。\n俺も全く用意してなかったですよ」","「ああ……意識しないと忘れますよね。こういうの。俺も全く用意してなかったですよ」","「ああ……意識しないと忘れますよね。こういうの。俺も全く用意してなかったですよ」"
0,448,"千歳","","「絆創膏や風邪薬も？」","",""
0,448,"道隆","","「ええ」","",""
0,448,"千歳","","「それはダメよ。今から買っておきましょう」","",""
0,448,"","","千歳さんに手を掴まれる。","",""
0,448,"","","店内に連れていかれてしまった。","",""
0,448,"千歳","","「それじゃ風邪薬と……解熱剤と……。\n後は足りない物はある？」","「それじゃ風邪薬と……解熱剤と……。後は足りない物はある？」","「それじゃ風邪薬と……解熱剤と……。後は足りない物はある？」"
0,448,"道隆","","「無い物ばかりで何が必要かって方が分からないかも」","",""
0,448,"千歳","","「男の子の一人暮らしだもんね。気をつけておくべきだったわ」","",""
0,448,"","","包帯やら湿布やらを千歳さんは買い物カゴに放りこむ。","",""
0,448,"千歳","","「お菓子、桜花ちゃんにお土産で買っていく？」","",""
0,448,"道隆","","「そうですね、あいつも喜ぶかも」","",""
0,448,"千歳","","「じゃあこれとこれも……そういえば、汐音が遊びに\n行った時はお茶菓子なんかはどうしているの？」","「じゃあこれとこれも……そういえば、汐音が遊びに行った時はお茶菓子なんかはどうしているの？」","「じゃあこれとこれも……そういえば、汐音が遊びに行った時はお茶菓子なんかはどうしているの？」"
0,448,"道隆","","「うちにあるの適当に出してますけど」","",""
0,448,"千歳","","「……もう、あの子ったら。\n自分から持っていかないと無くなる一方なのに」","「……もう、あの子ったら。自分から持っていかないと無くなる一方なのに」","「……もう、あの子ったら。自分から持っていかないと無くなる一方なのに」"
0,448,"道隆","","「でも桜花荘に置いてあるお茶菓子って、千歳さんが用意\nしてくれたものだから、汐音が食うのも普通なような」","「でも桜花荘に置いてあるお茶菓子って、千歳さんが用意してくれたものだから、汐音が食うのも普通なような」","「でも桜花荘に置いてあるお茶菓子って、千歳さんが用意してくれたものだから、汐音が食うのも普通なような」"
0,448,"千歳","","「自宅ならそうだけれど、余所のおうちに置いた物を\nあてにして遊びに行くなんてダメよ」","「自宅ならそうだけれど、余所のおうちに置いた物をあてにして遊びに行くなんてダメよ」","「自宅ならそうだけれど、余所のおうちに置いた物をあてにして遊びに行くなんてダメよ」"
0,448,"千歳","","「じゃあ、お菓子をもう少し……」","",""
0,448,"","","千歳さんは手際良くカゴに入れていく。","",""
0,448,"道隆","","「な、なるほど……」","",""
0,448,"","","しっかりした教育ママ的な一面を見てしまった。","",""
0,448,"","","千歳さんと結婚した人は、しっかり者の美人な奥さんがゲット\n出来る代わりに、死ぬまで尻に敷かれそうだ。","千歳さんと結婚した人は、しっかり者の美人な奥さんがゲット出来る代わりに、死ぬまで尻に敷かれそうだ。","千歳さんと結婚した人は、しっかり者の美人な奥さんがゲット出来る代わりに、死ぬまで尻に敷かれそうだ。"
0,448,"千歳","","「――あ。なぁに。その目は。\nなんだか良からぬ事を考えてない？」","「――あ。なぁに。その目は。なんだか良からぬ事を考えてない？」","「――あ。なぁに。その目は。なんだか良からぬ事を考えてない？」"
0,448,"道隆","","「め、滅相も！」","",""
0,448,"千歳","","「もう、どこの言葉遣いよ」","",""
0,448,"","","くすくすと笑っている。\nとても楽しそうだった。","くすくすと笑っている。とても楽しそうだった。","くすくすと笑っている。とても楽しそうだった。"
0,448,"千歳","","「結構量が増えちゃったわね。一度置きに戻った方が良さそう\nかしら」","「結構量が増えちゃったわね。一度置きに戻った方が良さそうかしら」","「結構量が増えちゃったわね。一度置きに戻った方が良さそうかしら」"
0,448,"道隆","","「ありがとうございます。沢山お金使わせちゃって」","",""
0,448,"千歳","","「これくらいなら全然。\n準備不足で後から買いに行く方が大変だもの」","「これくらいなら全然。準備不足で後から買いに行く方が大変だもの」","「これくらいなら全然。準備不足で後から買いに行く方が大変だもの」"
0,448,"","","確かにその通りだ。\n今度から準備は気をつけるとしよう。","確かにその通りだ。今度から準備は気をつけるとしよう。","確かにその通りだ。今度から準備は気をつけるとしよう。"
0,448,"","","買い物袋を両手に持って、千歳さんと並んで歩く。","",""
0,448,"","","まるで引っ越した初日のような光景に、懐かしさまで\n感じてしまう。","まるで引っ越した初日のような光景に、懐かしさまで感じてしまう。","まるで引っ越した初日のような光景に、懐かしさまで感じてしまう。"
0,448,"千歳","","「引っ越してきた日みたい」","",""
0,448,"道隆","","「俺も同じ事考えてましたよ。あれから一ヶ月経つかどうか\nなのに、ずいぶん前に感じてますね」","「俺も同じ事考えてましたよ。あれから一ヶ月経つかどうかなのに、ずいぶん前に感じてますね」","「俺も同じ事考えてましたよ。あれから一ヶ月経つかどうかなのに、ずいぶん前に感じてますね」"
0,448,"千歳","","「やっぱり桜花ちゃんがいるからかしら」","",""
0,448,"道隆","","「あいつ存在感すごいから……幽霊のくせに」","",""
0,448,"千歳","","「そうね、幽霊なのに」","",""
0,448,"道隆","","「……そういえばいい機会なんで聞いておきたいんですが\n千歳さんは昔から桜花の事が見えてたんですよね」","「……そういえばいい機会なんで聞いておきたいんですが千歳さんは昔から桜花の事が見えてたんですよね」","「……そういえばいい機会なんで聞いておきたいんですが千歳さんは昔から桜花の事が見えてたんですよね」"
0,448,"千歳","","「見えていた……という程はっきりじゃないけれど、居るのは\n知っていたわよ」","「見えていた……という程はっきりじゃないけれど、居るのは知っていたわよ」","「見えていた……という程はっきりじゃないけれど、居るのは知っていたわよ」"
0,448,"道隆","","「あいつ、いつぐらいから居たんですか？」","",""
0,448,"千歳","","「さあ……私が最初にあったのは、子供の頃かしら。\n道隆君が遊びに来ていて、汐音と一緒にお昼寝していたの」","「さあ……私が最初にあったのは、子供の頃かしら。道隆君が遊びに来ていて、汐音と一緒にお昼寝していたの」","「さあ……私が最初にあったのは、子供の頃かしら。道隆君が遊びに来ていて、汐音と一緒にお昼寝していたの」"
0,448,"道隆","","「……いつぐらいだろう」","",""
0,448,"千歳","","「確かまだ包帯取れてなかった頃だったかしら」","",""
0,448,"千歳","","「あ……でも外を歩く頃は、もう包帯取れていたんだっけ？」","",""
0,448,"道隆","","「取っても取らなくても見えないのに変わりがないから、\n結構気分で外してましたね」","「取っても取らなくても見えないのに変わりがないから、結構気分で外してましたね」","「取っても取らなくても見えないのに変わりがないから、結構気分で外してましたね」"
0,448,"道隆","","「でも刺激を受けていればもしかしたら……と言っていたから\nそれもあって包帯外していたかもしれないです」","「でも刺激を受けていればもしかしたら……と言っていたからそれもあって包帯外していたかもしれないです」","「でも刺激を受けていればもしかしたら……と言っていたからそれもあって包帯外していたかもしれないです」"
0,448,"千歳","","「なるほど。じゃあ大体その頃なのかな」","",""
0,448,"千歳","","「縁側でお昼寝していた二人の所に、女の人が座っていたのよ。\n綺麗な着物を着て、優しい顔で頭を撫でていたわ」","「縁側でお昼寝していた二人の所に、女の人が座っていたのよ。綺麗な着物を着て、優しい顔で頭を撫でていたわ」","「縁側でお昼寝していた二人の所に、女の人が座っていたのよ。綺麗な着物を着て、優しい顔で頭を撫でていたわ」"
0,448,"道隆","","「それが桜花？」","",""
0,448,"千歳","","「ええ。びっくりしたんだけれど、あまりにも綺麗で……。\n固まってる私に微笑んで、それで消えちゃった」","「ええ。びっくりしたんだけれど、あまりにも綺麗で……。固まってる私に微笑んで、それで消えちゃった」","「ええ。びっくりしたんだけれど、あまりにも綺麗で……。固まってる私に微笑んで、それで消えちゃった」"
0,448,"千歳","","「本当に驚いたけれど、その前に見えた表情が優しかったから\nなのかな……あまり怖い感じはなかったわね」","「本当に驚いたけれど、その前に見えた表情が優しかったからなのかな……あまり怖い感じはなかったわね」","「本当に驚いたけれど、その前に見えた表情が優しかったからなのかな……あまり怖い感じはなかったわね」"
0,448,"道隆","","「そうなんですか……」","",""
0,448,"","","千歳さんがその時に初めて見たというなら、やっぱり結構前\nから居たんだな。","千歳さんがその時に初めて見たというなら、やっぱり結構前から居たんだな。","千歳さんがその時に初めて見たというなら、やっぱり結構前から居たんだな。"
0,448,"千歳","","「後は……そうね。たまーに姿を見かけたり、誰もいない部屋\nにメモが置かれていて手紙のやり取りをしたり……」","「後は……そうね。たまーに姿を見かけたり、誰もいない部屋にメモが置かれていて手紙のやり取りをしたり……」","「後は……そうね。たまーに姿を見かけたり、誰もいない部屋にメモが置かれていて手紙のやり取りをしたり……」"
0,448,"千歳","","「そんな事が、年に一度か二度あるくらいだったわね」","",""
0,448,"道隆","","「へぇ……」","",""
0,448,"千歳","","「それが今は普通に暮らしているんですもの。\n人生どうなるか分からないわよね」","「それが今は普通に暮らしているんですもの。人生どうなるか分からないわよね」","「それが今は普通に暮らしているんですもの。人生どうなるか分からないわよね」"
0,448,"道隆","","「……でも桜花をみてると、人生終わった後も幽霊に\nなって続くかもしれないですし」","「……でも桜花をみてると、人生終わった後も幽霊になって続くかもしれないですし」","「……でも桜花をみてると、人生終わった後も幽霊になって続くかもしれないですし」"
0,448,"千歳","","「ふふ、そうね」","",""
0,448,"","","話しながら桜花荘への道を歩いていく。","",""
0,448,"","","その時にふと、脇道の方に見知った色が見えた。","",""
0,448,"道隆","","（これ……修平のか？）","",""
0,448,"","","何でこんな所に？","",""
0,448,"","","人の痕跡だから、色の残り方は生活圏に影響される。","",""
0,448,"","","例えば通学路にしても、同じ時間に通る人は大体同じだから\n残る色も似た色相になっている。","例えば通学路にしても、同じ時間に通る人は大体同じだから残る色も似た色相になっている。","例えば通学路にしても、同じ時間に通る人は大体同じだから残る色も似た色相になっている。"
0,448,"","","桜花荘に引っ越してから今まで、この辺りで修平の色を見た事\nはなかった。","桜花荘に引っ越してから今まで、この辺りで修平の色を見た事はなかった。","桜花荘に引っ越してから今まで、この辺りで修平の色を見た事はなかった。"
0,448,"道隆","","「すみません、ちょっと寄り道していきます。\n先に戻っててください」","「すみません、ちょっと寄り道していきます。先に戻っててください」","「すみません、ちょっと寄り道していきます。先に戻っててください」"
0,448,"千歳","","「道隆君？」","",""
0,464,"","","色を辿った先はファミレスの方だった。\nここから更に行くと、神社の方へ出る。","色を辿った先はファミレスの方だった。ここから更に行くと、神社の方へ出る。","色を辿った先はファミレスの方だった。ここから更に行くと、神社の方へ出る。"
0,464,"","","神社の石段まで色は続いてる――そこに修平がいた。","",""
0,448,"道隆","","「修平！　大丈夫か！？」","",""
0,448,"","","制服のまま、ボロボロになっている。","",""
0,448,"","","もしかしたら昨日から帰ってないのかもしれない。","",""
0,448,"千歳","","「きゃっ」","",""
0,448,"","","声に振り向くと、千歳さんが驚きに固まってた。","",""
0,448,"道隆","","「千歳さん……」","",""
0,448,"千歳","","「その子、道隆君の知り合い？」","",""
0,448,"道隆","","「そうです」","",""
0,448,"千歳","","「分かったわ。病院に連れていった方が良さそうね」","",""
0,448,"修平","","「う……いや……そこまでは」","",""
0,448,"千歳","","「ダメよ。怪我の手当てをしないと」","",""
0,448,"修平","","「……く……」","",""
0,448,"千歳","","「大丈夫。まずは様子を見て貰うだけでも。\n……ね？」","「大丈夫。まずは様子を見て貰うだけでも。……ね？」","「大丈夫。まずは様子を見て貰うだけでも。……ね？」"
0,448,"修平","","「…………」","",""
0,448,"","","修平が頷く。\nそれから疲れ果てたように、力を抜いた。","修平が頷く。それから疲れ果てたように、力を抜いた。","修平が頷く。それから疲れ果てたように、力を抜いた。"
0,448,"千歳","","「すぐ近くに、昔からお世話になってるお医者さんがいるの。\nそこまで運びましょう」","「すぐ近くに、昔からお世話になってるお医者さんがいるの。そこまで運びましょう」","「すぐ近くに、昔からお世話になってるお医者さんがいるの。そこまで運びましょう」"
0,448,"道隆","","「わかりました」","",""
0,464,"","","修平を運び込み、怪我の手当てをして貰った。","",""
0,448,"","","医者が言うにはかなり酷く殴られたらしい。","",""
0,448,"","","怪我の個所は多いが、幸いな事に大きな物はなく、入院の\n必要もないらしかった。","怪我の個所は多いが、幸いな事に大きな物はなく、入院の必要もないらしかった。","怪我の個所は多いが、幸いな事に大きな物はなく、入院の必要もないらしかった。"
0,448,"","","処置が終わり目が覚めた修平は、大きく頭を下げた。","",""
0,464,"修平","","「お世話になりました」","",""
0,448,"千歳","","「いいのよ、そんなかしこまらなくても。\n無事で安心したわ」","「いいのよ、そんなかしこまらなくても。無事で安心したわ」","「いいのよ、そんなかしこまらなくても。無事で安心したわ」"
0,448,"道隆","","「一体何があったんだ？」","",""
0,448,"修平","","「……いや……」","",""
0,448,"千歳","","「ここで長話も出来ないでしょ。\n桜花荘に行きましょう」","「ここで長話も出来ないでしょ。桜花荘に行きましょう」","「ここで長話も出来ないでしょ。桜花荘に行きましょう」"
0,448,"道隆","","「そうですね……」","",""
0,464,"","","一応診断書を貰い、病院を出る。","",""
0,448,"","","修平は歩きづらそうにしていたが、怪我は酷くないという\n言葉の通りか、自分の足で歩けるようだった。","修平は歩きづらそうにしていたが、怪我は酷くないという言葉の通りか、自分の足で歩けるようだった。","修平は歩きづらそうにしていたが、怪我は酷くないという言葉の通りか、自分の足で歩けるようだった。"
0,464,"千歳","","「荷物置いてくるわね。\n先に中に入ってて」","「荷物置いてくるわね。先に中に入ってて」","「荷物置いてくるわね。先に中に入ってて」"
0,448,"道隆","","「はい。階段昇るの辛いだろうから、一階の客間使います」","",""
0,448,"千歳","","「ええ」","",""
0,448,"修平","","「……悪いな」","",""
0,448,"道隆","","「別にいいよ。見捨てる方が気分が悪いし気にすんな」","",""
0,448,"修平","","「ここは？」","",""
0,448,"道隆","","「俺が借りて住んでる所。さっきの人が大家さんで従姉だ」","",""
0,448,"修平","","「そっか……」","",""
0,448,"道隆","","「入ってくれ。話はそれから聞く」","",""
0,464,"桜花","","「お帰り。ずいぶん遅かった……と言いたいが、その様子では\n何かあったようだね」","「お帰り。ずいぶん遅かった……と言いたいが、その様子では何かあったようだね」","「お帰り。ずいぶん遅かった……と言いたいが、その様子では何かあったようだね」"
0,448,"道隆","","「ああ、ちょっと手を貸してくれ」","",""
0,448,"桜花","","「わかった」","",""
0,448,"修平","","「……この前の」","",""
0,448,"桜花","","「そうだよ。いらっしゃい。桜花荘に」","",""
0,448,"","","手を貸して貰いながら、桜花が気軽に挨拶をする。","",""
0,448,"","","修平は面食らった様子で、軽く頭を下げ返した。","",""
0,464,"修平","","「ここに住んでいるのか……」","",""
0,448,"","","桜花荘の中は珍しいようで、修平は中を見渡していた。","",""
0,448,"道隆","","「いい所だろ」","",""
0,448,"修平","","「ああ、雰囲気出ている」","",""
0,448,"桜花","","「さて……一体何があったのかな？」","",""
0,448,"修平","","「……この人は？」","",""
0,448,"道隆","","「ここの住人。昔から住んでる」","",""
0,448,"修平","","「……それは前にも聞いた」","",""
0,448,"","","桜花が外に出られるようになった頃、汐音も連れて三人で\n公園まで散歩していた事がある。","桜花が外に出られるようになった頃、汐音も連れて三人で公園まで散歩していた事がある。","桜花が外に出られるようになった頃、汐音も連れて三人で公園まで散歩していた事がある。"
0,448,"","","その時に修平の妹の美緒ちゃんと出会い、修平自身も桜花と\n出会っていた。","その時に修平の妹の美緒ちゃんと出会い、修平自身も桜花と出会っていた。","その時に修平の妹の美緒ちゃんと出会い、修平自身も桜花と出会っていた。"
0,448,"道隆","","「そうだったな。それ以外は……なんと言ったらいいんだろう」","",""
0,448,"桜花","","「ボクは道隆の相談役だよ。\nその怪我の事情を聞かせてくれないかな」","「ボクは道隆の相談役だよ。その怪我の事情を聞かせてくれないかな」","「ボクは道隆の相談役だよ。その怪我の事情を聞かせてくれないかな」"
0,448,"修平","","「女の子にケンカの事情と言われてもな」","",""
0,448,"道隆","","「こいつは普通じゃないから大丈夫だ。\n多分……いや確実に、俺が事情を聞くより役に立つ」","「こいつは普通じゃないから大丈夫だ。多分……いや確実に、俺が事情を聞くより役に立つ」","「こいつは普通じゃないから大丈夫だ。多分……いや確実に、俺が事情を聞くより役に立つ」"
0,448,"修平","","「…………」","",""
0,448,"","","修平は胡散臭げに俺と桜花を見る。","",""
0,448,"千歳","","「お待たせ。あら、桜花ちゃんも来てたの？」","",""
0,448,"","","千歳さんが入ってくる。","",""
0,448,"","","修平が座ったまま居住まいを正した。","",""
0,448,"修平","","「先ほどはどうも」","",""
0,448,"千歳","","「いいのよ。道隆君のお友達なら放っておけないわ」","",""
0,448,"修平","","「治療費の方もいずれ」","",""
0,448,"千歳","","「はい。でもそれは今じゃないわ。\nまずは怪我を治す事と、事情を教えて貰える？」","「はい。でもそれは今じゃないわ。まずは怪我を治す事と、事情を教えて貰える？」","「はい。でもそれは今じゃないわ。まずは怪我を治す事と、事情を教えて貰える？」"
0,448,"修平","","「そっちの人は」","",""
0,448,"千歳","","「桜花ちゃんなら大丈夫。きっと力になってくれるから」","",""
0,448,"","","修平の眉がひそめられる。\n二人から言われて、心が揺らいでいるようだ。","修平の眉がひそめられる。二人から言われて、心が揺らいでいるようだ。","修平の眉がひそめられる。二人から言われて、心が揺らいでいるようだ。"
0,448,"","","……が、諦めたようにため息をついた。","",""
