"scene","idk_1","actual_char","hidden_char","text","text_hira","text_kata"
0,448,"","","未知に対する恐怖というなら、常日頃から接している不思議な\n物や出来事よりも、まさしく漫画的知識しかない薬とかの方が\n知る事の出来ない未知だ。","未知に対する恐怖というなら、常日頃から接している不思議な物や出来事よりも、まさしく漫画的知識しかない薬とかの方が知る事の出来ない未知だ。","未知に対する恐怖というなら、常日頃から接している不思議な物や出来事よりも、まさしく漫画的知識しかない薬とかの方が知る事の出来ない未知だ。"
0,448,"","","それは桜花も同じはずなのだが、宛てが外れたとばかりに\n苦い顔をしている。","それは桜花も同じはずなのだが、宛てが外れたとばかりに苦い顔をしている。","それは桜花も同じはずなのだが、宛てが外れたとばかりに苦い顔をしている。"
0,448,"道隆","","「修平が聞いたっていう『石』が本当に不思議な石だったら\nまずいのか？」","「修平が聞いたっていう『石』が本当に不思議な石だったらまずいのか？」","「修平が聞いたっていう『石』が本当に不思議な石だったらまずいのか？」"
0,448,"桜花","","「かなりね。警察行ったのも無駄足になってしまいそうだ」","",""
0,448,"道隆","","「どうしてだ？」","",""
0,448,"桜花","","「簡単だよ。オカルトは司法で裁けない」","",""
0,448,"道隆","","「………………」","",""
0,448,"桜花","","「こちら側だけにあるなら、ほぼ何も問題がないんだ。\nでも、相手側に同条件の物が出た場合、覆る」","「こちら側だけにあるなら、ほぼ何も問題がないんだ。でも、相手側に同条件の物が出た場合、覆る」","「こちら側だけにあるなら、ほぼ何も問題がないんだ。でも、相手側に同条件の物が出た場合、覆る」"
0,448,"桜花","","「相手が持つ物がどれだけ危険だったとしても、オカルトで\nある限り立証が出来ない。非常にまずい」","「相手が持つ物がどれだけ危険だったとしても、オカルトである限り立証が出来ない。非常にまずい」","「相手が持つ物がどれだけ危険だったとしても、オカルトである限り立証が出来ない。非常にまずい」"
0,448,"道隆","","「……なるほど」","",""
0,448,"","","言われて納得だった。\n俺も桜花も、自分たちの強みはオカルトに属する物だ。","言われて納得だった。俺も桜花も、自分たちの強みはオカルトに属する物だ。","言われて納得だった。俺も桜花も、自分たちの強みはオカルトに属する物だ。"
0,448,"","","同類だった場合、確かに良くない。","",""
0,448,"道隆","","「だとしてもやる事は変わらないだろう。\nむしろ、そこを調べておきたいな……」","「だとしてもやる事は変わらないだろう。むしろ、そこを調べておきたいな……」","「だとしてもやる事は変わらないだろう。むしろ、そこを調べておきたいな……」"
0,448,"桜花","","「そうだね……どうやら連中の手を離れているようだし。\nチャンスと言えるかもしれない」","「そうだね……どうやら連中の手を離れているようだし。チャンスと言えるかもしれない」","「そうだね……どうやら連中の手を離れているようだし。チャンスと言えるかもしれない」"
0,448,"道隆","","「向こうも探し回っているなら、それっぽい動きしてる人を\n見つければいい訳だな」","「向こうも探し回っているなら、それっぽい動きしてる人を見つければいい訳だな」","「向こうも探し回っているなら、それっぽい動きしてる人を見つければいい訳だな」"
0,448,"桜花","","「ああ。そっちも対象にして見ていこう」","",""
0,464,"","","桜花と夜の街を見て回る。","",""
0,448,"","","物探しをしている人にターゲットを絞るとしても、失くした\n時期が分からないから、かなりあやふやな的の絞り方になる。","物探しをしている人にターゲットを絞るとしても、失くした時期が分からないから、かなりあやふやな的の絞り方になる。","物探しをしている人にターゲットを絞るとしても、失くした時期が分からないから、かなりあやふやな的の絞り方になる。"
0,448,"","","桜花もそれは分かっていたようで、歩きながら考えをまとめて\nいるようだった。","桜花もそれは分かっていたようで、歩きながら考えをまとめているようだった。","桜花もそれは分かっていたようで、歩きながら考えをまとめているようだった。"
0,448,"桜花","","「最初にぶつかってトラブルになったのが二週間前。\n道隆や修平に頼みごとをしてきた彼が、再び出会って絡まれた\nのが数日前と言っていたのだよね」","「最初にぶつかってトラブルになったのが二週間前。道隆や修平に頼みごとをしてきた彼が、再び出会って絡まれたのが数日前と言っていたのだよね」","「最初にぶつかってトラブルになったのが二週間前。道隆や修平に頼みごとをしてきた彼が、再び出会って絡まれたのが数日前と言っていたのだよね」"
0,448,"道隆","","「俺の覚えてる限りだと」","",""
0,448,"桜花","","「多分この間の時期だろうね。そうでなかったら一度\nぶつかっただけの修平を襲う理由がない」","「多分この間の時期だろうね。そうでなかったら一度ぶつかっただけの修平を襲う理由がない」","「多分この間の時期だろうね。そうでなかったら一度ぶつかっただけの修平を襲う理由がない」"
0,448,"道隆","","「修平に一度やられてるから仕返しの線は？」","",""
0,448,"桜花","","「もちろんその可能性もある。が、時期が空いているのが\n気になるな」","「もちろんその可能性もある。が、時期が空いているのが気になるな」","「もちろんその可能性もある。が、時期が空いているのが気になるな」"
0,448,"桜花","","「制服を着ていてトラブルになったなら、特定はもっと簡単な\nはずだ。学園に乗りこんでくる手もあるし、校門に張り込みを\nして、待ち伏せる手もある」","「制服を着ていてトラブルになったなら、特定はもっと簡単なはずだ。学園に乗りこんでくる手もあるし、校門に張り込みをして、待ち伏せる手もある」","「制服を着ていてトラブルになったなら、特定はもっと簡単なはずだ。学園に乗りこんでくる手もあるし、校門に張り込みをして、待ち伏せる手もある」"
0,448,"桜花","","「単にそこまで思い至らなくて、街中での再会を切っ掛けに\n怒りが再燃した……という可能性もあるが……」","「単にそこまで思い至らなくて、街中での再会を切っ掛けに怒りが再燃した……という可能性もあるが……」","「単にそこまで思い至らなくて、街中での再会を切っ掛けに怒りが再燃した……という可能性もあるが……」"
0,448,"桜花","","「現状では、鍵となっているのは例の『石』だろうね。\nこれの正体が分からない限り、推測も出来ない」","「現状では、鍵となっているのは例の『石』だろうね。これの正体が分からない限り、推測も出来ない」","「現状では、鍵となっているのは例の『石』だろうね。これの正体が分からない限り、推測も出来ない」"
0,448,"道隆","","「そっか……」","",""
0,464,"","","深夜の公園は人の気配が少なく……そして同時に多い。","",""
0,448,"道隆","","「……ここには来ないだろ。別の所行こう」","",""
0,448,"桜花","","「どうしてそう断言出来るのか、理由があるのかい？」","",""
0,448,"道隆","","「う……」","",""
0,448,"桜花","","「もしかして話したくない理由かな。\n目が見えない時に練習をしていた話を聞いたけど、当時に\nまつわる話とか」","「もしかして話したくない理由かな。目が見えない時に練習をしていた話を聞いたけど、当時にまつわる話とか」","「もしかして話したくない理由かな。目が見えない時に練習をしていた話を聞いたけど、当時にまつわる話とか」"
0,448,"道隆","","「そ、そういうんじゃないけど……」","",""
0,448,"桜花","","「良かったら聞かせてくれないかな」","",""
0,448,"道隆","","「……言ってもいいけど、めちゃくちゃくだらない事だぞ」","",""
0,448,"桜花","","「構わないよ」","",""
0,448,"道隆","","「…………カップルがいるんだよ」","",""
0,448,"桜花","","「それならどこにだっているだろう。ボク達も他人からは\nそう見えているかもしれない」","「それならどこにだっているだろう。ボク達も他人からはそう見えているかもしれない」","「それならどこにだっているだろう。ボク達も他人からはそう見えているかもしれない」"
0,448,"道隆","","「こんな時間に袴姿の女の子なら、幽霊と思われそうだけどな」","",""
0,448,"桜花","","「それは否定しない。実は前にそれで意図的に他人を脅かした\n事があるからね」","「それは否定しない。実は前にそれで意図的に他人を脅かした事があるからね」","「それは否定しない。実は前にそれで意図的に他人を脅かした事があるからね」"
0,448,"道隆","","「そうなのか？」","",""
0,448,"桜花","","「でも今はその話じゃない。帰ったら話すから、まず道隆の\n方からだ」","「でも今はその話じゃない。帰ったら話すから、まず道隆の方からだ」","「でも今はその話じゃない。帰ったら話すから、まず道隆の方からだ」"
0,448,"道隆","","「だからカップルで溢れてるんだって」","",""
0,448,"桜花","","「……ふむ」","",""
0,448,"","","桜花は周囲を見渡す。","",""
0,448,"","","……が、当然、ここには人なんて誰もいない。","",""
0,448,"桜花","","「道隆だけには見えているカップルかな？」","",""
0,448,"道隆","","「やめろ。そんなモン見たくもない」","",""
0,448,"","","思わずため息をつく。\nこいつにはボカして言っても分かって貰えない。","思わずため息をつく。こいつにはボカして言っても分かって貰えない。","思わずため息をつく。こいつにはボカして言っても分かって貰えない。"
0,448,"道隆","","「……森の中にカップルがいるんだよ。ちょっと中に入ると\n分かるけど、変な声があちこちから聞こえてくる」","「……森の中にカップルがいるんだよ。ちょっと中に入ると分かるけど、変な声があちこちから聞こえてくる」","「……森の中にカップルがいるんだよ。ちょっと中に入ると分かるけど、変な声があちこちから聞こえてくる」"
0,448,"道隆","","「住宅街の近くで森が多いだろ？　だからこそガキの頃の\n俺達も障害物の中を歩く練習なんてしてた訳だけど……」","「住宅街の近くで森が多いだろ？　だからこそガキの頃の俺達も障害物の中を歩く練習なんてしてた訳だけど……」","「住宅街の近くで森が多いだろ？　だからこそガキの頃の俺達も障害物の中を歩く練習なんてしてた訳だけど……」"
0,448,"桜花","","「その障害物を完全にただの死角として利用している訳だね」","",""
0,448,"道隆","","「そういう事。だからさっさと――」","",""
0,448,"桜花","","「よし、見に行こう」","",""
0,448,"道隆","","「なにぃっ！？」","",""
0,448,"桜花","","「声が大きい。逃げられたらどうするんだ」","",""
0,448,"道隆","","「……ただのデバガメじゃねぇか！　逃げるもクソもあるかっ。\nレア動物みたいな言い方しやがって」","「……ただのデバガメじゃねぇか！　逃げるもクソもあるかっ。レア動物みたいな言い方しやがって」","「……ただのデバガメじゃねぇか！　逃げるもクソもあるかっ。レア動物みたいな言い方しやがって」"
0,448,"桜花","","「まあまぁ、気になるじゃないか。\nそれで、どっちの方向だい？」","「まあまぁ、気になるじゃないか。それで、どっちの方向だい？」","「まあまぁ、気になるじゃないか。それで、どっちの方向だい？」"
0,448,"道隆","","「……ちょっとだけだからな」","",""
0,464,"","","遊歩道を外れて森の中に入る。","",""
0,448,"","","身を屈めながら桜花を手招きする。","",""
0,448,"桜花","","「……へぇ……」","",""
0,448,"","","辺りからは微妙な息遣いが聞こえてくる。","",""
0,448,"","","なんというか……俺までイケナイ事をしている気分になる。","",""
0,448,"桜花","","「しかし、どうしてこのような場所で？\n自宅でいいと思うのだけれどね」","「しかし、どうしてこのような場所で？自宅でいいと思うのだけれどね」","「しかし、どうしてこのような場所で？自宅でいいと思うのだけれどね」"
0,448,"道隆","","「二人きりになりたいんだろ。家が狭いとか、干渉されるとか\n外でしか会えないとか事情は多いだろうし」","「二人きりになりたいんだろ。家が狭いとか、干渉されるとか外でしか会えないとか事情は多いだろうし」","「二人きりになりたいんだろ。家が狭いとか、干渉されるとか外でしか会えないとか事情は多いだろうし」"
0,448,"桜花","","「なるほど」","",""
0,448,"道隆","","「ほら、分かったらさっさと行くぞ」","",""
0,448,"桜花","","「ちなみに道隆から見て、完全に人の居ない場所はどのあたり\nになるんだい？」","「ちなみに道隆から見て、完全に人の居ない場所はどのあたりになるんだい？」","「ちなみに道隆から見て、完全に人の居ない場所はどのあたりになるんだい？」"
0,448,"道隆","","「俺が見て……ってのは文字通り見る訳だよな」","",""
0,448,"桜花","","「ああ」","",""
0,448,"道隆","","「それなら、もう少し先だな。\nあまり奥に入りすぎるのも大変だし、奥の方は山菜とりの人が\nくるから、鉢合わせになる」","「それなら、もう少し先だな。あまり奥に入りすぎるのも大変だし、奥の方は山菜とりの人がくるから、鉢合わせになる」","「それなら、もう少し先だな。あまり奥に入りすぎるのも大変だし、奥の方は山菜とりの人がくるから、鉢合わせになる」"
0,448,"道隆","","「公園の敷地を出ない程度の所なら、昼でも人はいない」","",""
0,448,"桜花","","「なるほど、分かった。\nそれじゃ出ようか」","「なるほど、分かった。それじゃ出ようか」","「なるほど、分かった。それじゃ出ようか」"
0,448,"道隆","","「……？　ああ、構わないけど……」","",""
0,448,"","","ノリノリで来た割には、あっさりとした引き方だった。","",""
0,464,"桜花","","「あそこは使えるね」","",""
0,448,"道隆","","「何にだよっ」","",""
0,448,"桜花","","「もちろん、道隆がそういう目的のために使いたいと言う\nのなら、ボクは全然構わないよ」","「もちろん、道隆がそういう目的のために使いたいと言うのなら、ボクは全然構わないよ」","「もちろん、道隆がそういう目的のために使いたいと言うのなら、ボクは全然構わないよ」"
0,448,"桜花","","「今はそうではなく、もしも追われた時の話だね」","",""
0,448,"桜花","","「薄暗く、かつ周囲に人がいる。\nそれでいて公園の中だから、最低限歩ける程度には整備されて\nいる」","「薄暗く、かつ周囲に人がいる。それでいて公園の中だから、最低限歩ける程度には整備されている」","「薄暗く、かつ周囲に人がいる。それでいて公園の中だから、最低限歩ける程度には整備されている」"
0,448,"桜花","","「特に殺気立った連中だとしても、あれだけ人の息遣いが\nあったら困惑するかもしれない」","「特に殺気立った連中だとしても、あれだけ人の息遣いがあったら困惑するかもしれない」","「特に殺気立った連中だとしても、あれだけ人の息遣いがあったら困惑するかもしれない」"
0,448,"桜花","","「逆にいきなり人が追われてきたら、あそこにいる人達も\n狼狽するか逃げ出すだろう」","「逆にいきなり人が追われてきたら、あそこにいる人達も狼狽するか逃げ出すだろう」","「逆にいきなり人が追われてきたら、あそこにいる人達も狼狽するか逃げ出すだろう」"
0,448,"桜花","","「その場合は、彼らには悪いが目くらましに使える」","",""
0,448,"","","そして桜花は意地悪い笑みを浮かべた。","",""
0,448,"桜花","","「逃げ込むには最適の場所だ」","",""
0,448,"道隆","","「……まさか青姦してるカップルに同情する日がくるなんて」","",""
0,448,"","","まあ、そうなった時には素直に使わせて貰おう。","",""
0,448,"桜花","","「しかし、思ったよりも収穫がなかったね。\nそろそろ帰るとしようか」","「しかし、思ったよりも収穫がなかったね。そろそろ帰るとしようか」","「しかし、思ったよりも収穫がなかったね。そろそろ帰るとしようか」"
0,448,"道隆","","「……だな」","",""
0,448,"桜花","","「これは少し考えを改める必要があるかもしれない」","",""
0,448,"","","帰り際、桜花がそんな事を言っていた。","",""
0,464,"","","風呂から出て部屋に戻ると、２時を回っていた。","",""
0,448,"桜花","","「さすがにもう寝るといい」","",""
0,448,"道隆","","「そうさせて貰う……」","",""
0,448,"","","布団に倒れ込む。","",""
0,448,"","","桜花は部屋から出ないようだった。","",""
0,448,"道隆","","「……お前も自分の部屋戻れよ」","",""
0,448,"桜花","","「ああ、もう少ししたらね」","",""
0,448,"","","そう言いながらも桜花は窓から外を眺めている。","",""
0,464,"","","……目を閉じながら思った。","",""
0,448,"","","こいつもしかして、万が一が無いように外を警戒してくれて\nいるんだろうか……と。","こいつもしかして、万が一が無いように外を警戒してくれているんだろうか……と。","こいつもしかして、万が一が無いように外を警戒してくれているんだろうか……と。"
0,448,"","","……だとしたら、申し訳なくてたまらない。","",""
0,448,"","","知り合ってからずっと、桜花は俺の事を気にかけてくれている。","",""
0,448,"","","どうやったら彼女の恩に報いる事が出来るんだろう……？","",""
0,448,"","","それは桜花自身にとっても同じなのかもしれないけれど。","",""
0,448,"道隆","","（……ああ、そっか。\n俺、あいつを幽霊じゃなくちゃんと対等に見ているんだ……）","（……ああ、そっか。俺、あいつを幽霊じゃなくちゃんと対等に見ているんだ……）","（……ああ、そっか。俺、あいつを幽霊じゃなくちゃんと対等に見ているんだ……）"
0,448,"","","今さらながらに、そんな事を実感していた。","",""
0,448,"","","そして、この感覚には覚えがある。","",""
0,448,"道隆","","（あいつの時にも、こんな事を考えてたなぁ……）","",""
0,448,"","","眠る間際に、汐音の顔が浮かんでいた。","",""
